course_type,institute_tier,tier,region,is_metro,cgpa,graduation_year_offset,backlogs_count,paper_publications,semester_consistency,internship_count,internship_total_months,internship_top_tier,internship_relevance_score,certifications_count,relevant_certs_count,github_projects,github_stars_total,coding_problem_count,hackathon_wins,languages_known,leadership_roles_count,soft_skills_score,communication_score,extracurriculars_count,portal_activity_30d,portal_activity_90d,interview_invites_count,interview_pass_rate,resume_updates_30d,mock_interviews_taken,avg_response_time_hours,last_login_days_ago,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_recruiter_diversity,institute_avg_salary_lpa,placement_cell_active_score,recruiter_visits_year,sector_hiring_index,local_job_density,macro_unemployment_rate,course_demand_index,skill_gap_score,salary_expectation_lpa,has_target_company_referral,competitive_exam_attempted,nirf_rank,nirf_score,nirf_median_salary_lpa,t_placed_months,placed_3m,placed_6m,placed_12m,final_salary_lpa
BTech-Mech,3,3,Tier2,0,7.327187798982357,0,1,0,0.8843208756371507,0,0.0,0,0.23402319397667787,0,0,3,49.33498092926965,40,0,4,1,0.8066242454395367,0.965355592361139,2,16,44,1,0.6186121255737432,2,1,30.100234453917018,2.5437990532852686,0.04787582877566765,0.2551129349528812,0.4340791595950395,0.24993582072511614,3.0,0.6475055548978742,3,0.885529501941365,27.304499827830302,7.719454513719898,0.885529501941365,0.408058690861862,5.605698939420924,0,0,228.65398808618812,42.35138597995553,4.770541339967799,2.973586712944507,1,1,1,3.346271674761368
BTech-ECE,3,3,Tier3,0,6.505262470393145,2,0,0,0.7763664335641672,0,0.0,0,0.559249152211408,2,1,0,0.0,44,0,3,1,0.8162176204135617,0.6366017020053297,2,17,51,5,0.09795471490143456,0,6,27.65889659216694,8.563826847608334,0.04440952446519676,0.15654739730931028,0.26579717074631803,0.13084804654456733,6.627003353952097,0.3537489142930958,9,0.8317407087552207,13.770420404209503,7.052644831344086,0.8317407087552207,0.512439575262852,8.01118623810865,0,0,177.55046429744786,34.23960431240948,4.104465746785285,14.0,0,0,0,
BTech-Civil,2,2,Tier3,0,7.349733288158044,-1,0,0,0.5210061272143637,1,4.098412368830675,0,0.6584063388358822,2,1,1,11.61045966761515,49,0,5,0,0.5005290170434552,0.62841595029679,2,18,43,3,0.0993803684118655,5,3,1.3641761060964788,3.229293959828677,0.3968839371178824,0.5818430825378863,0.6991867978755877,0.5868421830657445,5.885798630725333,0.5272084489580536,29,0.6713921036326475,17.94325887119883,8.57250559590816,0.6713921036326475,0.25898988602684775,4.298363926848539,0,1,41.998899957275135,56.788734307524855,13.755978152099802,5.02405401673056,0,1,1,4.364230463377461
MBA-Finance,3,3,Tier2,0,6.9210494625973515,-1,0,0,0.8692191138234155,2,6.46011961009696,0,0.5206202486912932,3,2,1,7.575256391869273,38,0,4,0,0.9142320423244049,0.8257426046899979,5,12,24,1,0.6252447660734238,1,4,23.367118303774603,4.489251310062962,0.18876664473435742,0.3221765520401875,0.4558742279799141,0.5516024854460206,7.1897374343214295,0.09625133507929642,5,0.9519354524587764,40.35313877461371,6.946449828542831,0.9519354524587764,0.3158162154969779,16.18867997563553,0,1,262.77402090096666,44.610045103335956,3.1687749950276705,4.312364834345867,0,1,1,8.04950742983599
BSc-Nursing,2,2,Tier2,0,6.321125154214465,0,1,0,0.8118039743208593,2,7.8505651150205615,0,0.5696347553694379,2,2,6,0.6035126464822878,51,1,4,0,0.5681876567007571,0.49699112442736715,1,23,55,4,0.5541204652528774,2,0,6.006589301654034,0.4457640179346524,0.35552958539964763,0.5218717879047786,0.7191938905308498,0.21148216598401945,5.7279214199532325,0.24423400212015178,17,1.0390964028854186,43.87257054839443,8.66938141184848,1.0390964028854186,0.26745702594205883,4.902297761367304,0,0,32.203670673690844,56.66488766566037,10.666293649549207,4.238684743308032,0,1,1,3.885576321710813
MTech-CS,1,1,Metro,1,6.530941575393317,-1,0,0,0.631978645217868,1,4.69517138484004,1,0.8302528858182183,3,1,6,65.43288617334105,361,1,2,0,0.7007699576982357,0.8429130800556182,6,18,54,1,0.7698657681158437,2,4,0.4084664382067399,0.8150909665952322,0.6278926857481948,0.8657220815571207,0.9817980458933588,0.4874468777118846,18.177793087124492,0.3599794015075742,59,1.257950497179764,67.5789692608164,7.091920338488715,1.257950497179764,0.15646492333046627,12.056566957241312,0,0,26.95567362249955,65.37061246270079,18.466827938806382,0.7918455671914357,1,1,1,14.980231368112804
BSc-Nursing,3,3,Tier2,0,7.4158679223120805,-2,0,0,0.9597253883798516,0,0.0,1,0.28671525796161074,4,3,2,0.9346967852083904,44,1,2,1,0.6476201391021639,0.5509066784164552,2,29,62,2,0.19156311804507145,0,1,11.84345813976733,4.933409474777413,0.24927003007019338,0.37811150639942637,0.5723636461298033,0.4647762477329163,5.311990999889857,0.19203327477448923,10,1.1119255086547761,42.30465129065757,7.873656589514446,1.1119255086547761,0.18459453423268601,4.89434865723505,0,0,209.78038461851617,36.601507211017264,3.455663780239514,3.240889185992891,0,1,1,2.529755437357045
BTech-CS,2,2,Tier2,0,6.079580216082547,-2,1,1,0.6823288380504858,0,0.0,0,0.37815957165709607,2,1,9,48.63877672821477,187,1,5,0,0.7687106561760599,0.4578724348969574,3,27,61,4,0.04416255845599158,4,0,22.13932450362848,0.1975495856992684,0.23157203116030656,0.3628273070481282,0.5032045554122513,0.42078304271376527,5.584407144123056,0.18332134551073298,30,1.2745847575114222,26.943218288194167,6.561728389828182,1.2745847575114222,0.8060891867585198,11.210694875790017,0,0,36.9574652468896,61.66418846607944,9.973054081332627,14.0,0,0,0,
BTech-Civil,2,2,Tier2,0,6.21616599401677,0,5,0,0.5920563381077267,0,0.0,0,0.5604519515568593,1,1,2,5.077992242905503,51,0,5,1,0.5385797461116174,0.7716323182889036,4,25,84,5,0.4954463478971538,2,1,0.5830633391617036,4.9478257198114015,0.22580865629446156,0.33493603879961303,0.43869500289996166,0.5187485799040387,6.194764167633504,0.7476036716377006,29,0.7776242614639373,32.90212589825207,8.07552716029746,0.7776242614639373,0.34037054298641406,5.580439812202222,0,1,79.42040981348816,62.298545942673485,8.760511113309843,9.785465207805656,0,0,1,4.081901314746141
BTech-CS,2,2,Metro,1,6.735984856800025,1,0,0,0.4987997912659415,1,2.60821500768161,1,0.5940256138755696,2,1,4,25.151812997526704,162,1,5,0,0.7170659628344315,0.5669747748132,1,22,56,0,0.6099307870728405,1,0,6.904285462296132,0.5635517578235443,0.3401394828658606,0.49848395769102144,0.6670686331828745,0.6855724197819613,8.579902782528425,0.6177893051948957,19,1.2404990921898498,82.12909457916403,8.498364890620838,1.2404990921898498,0.5369812252672149,9.840450126709296,0,0,39.54814818787588,64.55505884196067,13.175378513550584,6.817966047171976,0,0,1,9.408905117710288
BSc-Nursing,3,3,Tier3,0,6.856043785831707,-2,0,0,0.9299355589535426,0,0.0,0,0.0656609874971112,1,1,3,12.28624910547804,48,0,1,1,0.8831295164935876,0.3555490424871494,1,18,45,3,0.7630336530165526,1,1,1.276779561904399,1.4298481850466926,0.1553964877644115,0.36513537165650445,0.5227882181727206,0.09240094770861225,4.298745773810403,0.2949656849644036,7,1.23564595684412,15.134105494858778,6.828295991456538,1.23564595684412,0.5902655677072544,5.389141222079982,0,0,180.05590193397722,27.008805385634133,6.6104745558794615,17.285868911772443,0,0,0,
BTech-ECE,3,3,Tier2,0,6.15057953371216,0,3,0,0.6373077364488703,1,3.0337059343336943,0,0.7417629533965509,0,0,1,31.280150239578493,55,1,2,0,0.47587993284728897,0.8316690052414875,3,21,70,3,0.26473701047509907,0,2,0.9269582764895457,1.435318340699269,0.18993899584984034,0.3649083715423213,0.5322758770171072,0.5601175482593691,4.555788798353446,0.280327517530761,7,1.0820820413352774,33.41977722684631,7.626568255170886,1.0820820413352774,0.7332842601023689,6.769792351953013,1,1,289.2269000344561,44.42587322727132,4.254917145847873,14.0,0,0,0,
MBA-Marketing,2,2,Tier2,0,6.54841957651597,1,0,0,0.5053772771406374,2,3.1397060306124285,0,0.7319916408118607,3,2,1,2.6953424136936888,46,0,4,1,0.47448973587187243,0.5967373068007505,3,22,48,5,0.8085674352271215,1,4,3.471212194097529,0.5052766490312508,0.32987006127157575,0.5439973193350327,0.735950097816219,0.7411377673885112,5.0595575193088695,0.47838644963350235,23,0.9228052101044276,40.40870386977446,7.662717276590246,0.9228052101044276,0.4498243637171975,10.90466067734663,0,0,99.43148704571331,61.74370126077502,12.810783121885713,5.899928652026906,0,1,1,7.550299622569586
MCA,3,3,Tier2,0,7.457485179459347,2,0,0,0.8448017936843333,0,0.0,0,0.7352976532676039,4,2,7,16.102455429181415,162,1,1,1,0.6754928075966634,0.8748849970308638,2,15,37,1,0.14336155908963558,4,1,0.583917509199618,1.2788672953244329,0.3130802256820677,0.4716499719118681,0.6675921913322012,0.22211908404262942,7.88930866125159,0.6912090783419499,7,1.181180644258646,41.10450967941195,7.881703106268013,1.181180644258646,0.47336441968032344,6.674270243885118,0,0,299.2121074320547,28.614579045549995,6.861101333208152,7.408781188939257,0,0,1,6.88692430998851
BSc-Nursing,2,2,Tier3,0,6.900110820332482,-2,0,0,0.699285328951963,1,3.048927972795437,0,0.667968474902019,0,0,0,0.0,42,2,2,0,0.692158495157189,0.5163202679920459,0,25,86,3,0.07739296362942705,1,2,28.749070525824287,6.471772106518985,0.3414594277492046,0.5130101889653604,0.6912805601633139,0.7066616378925903,4.8013017863210985,0.5480587066774586,36,1.058343317989622,12.84704583176189,6.148499023462016,1.058343317989622,0.3170486758908865,3.6759172145057457,0,0,36.70408878762659,50.71709570843399,10.635157750005247,14.0,0,0,0,
BTech-Mech,1,1,Metro,1,7.2813471511922385,2,0,0,0.776112575203663,0,0.0,1,0.5745462695801394,4,2,1,2.2725667325662036,53,1,1,2,0.5628332097519787,0.9296835884345054,2,15,40,3,0.18033892000241078,1,3,3.55595787792522,2.0880423823819543,0.5299214359044002,0.6595669285304799,0.7640138195547015,0.7878141095880807,15.330801172135695,0.7217080527699371,47,0.8701332669556879,59.13277733735357,5.530375083762372,0.8701332669556879,0.32010003507785834,5.69198218975535,0,1,24.718906985403027,80.86531481692263,25.005281157332753,14.0,0,0,0,
BTech-Mech,2,2,Tier3,0,7.555162380969581,-1,0,0,0.6426734409259496,0,0.0,0,0.4214405064411408,2,1,0,0.0,49,0,5,2,0.5030824210126199,0.5191575246750905,1,44,107,5,0.2076782633465006,3,0,18.936050427264288,9.890487992834148,0.18481767064034493,0.34500528377466055,0.4610779839553497,0.7223566235144363,7.5542732759697415,0.5684508883281311,21,0.9013032767784241,18.34702898250593,7.471541890460218,0.9013032767784241,0.2596672498678837,6.88628665067855,0,0,69.98784336184546,63.6048040600233,13.78775801238536,0.39159435965826334,1,1,1,5.445717588897004
MBA-Operations,2,2,Tier3,0,7.252727227729444,0,0,1,0.8892938085548199,0,0.0,0,0.6633099246622097,2,1,0,0.0,58,0,3,1,0.9445565607651342,0.37900003480686106,4,23,62,2,0.3196957708223368,3,0,3.998854154699372,1.5571746244890499,0.31379088701083824,0.47333503368025387,0.5703459699858643,0.8613053122124398,8.963009279339657,0.399102848877885,24,1.0615107321158996,6.151779502666319,7.324243485431846,1.0615107321158996,0.35014049199033825,11.432872366840574,0,1,51.798708236933564,57.614211647112135,11.783243378909255,3.458676692899888,0,1,1,9.159671632912415
MBA-Marketing,1,1,Metro,1,8.025847474598446,-2,0,0,0.679510560123552,2,3.962003729652735,0,0.6191616840697831,6,3,1,5.816489690401169,61,1,2,1,0.32538945647183715,0.4929820140152716,3,47,126,4,0.38504987228550985,3,9,33.81037735417895,3.7977888593303413,0.6411769229462535,0.8545627864807546,1.0,0.9375411714192322,15.322286460787032,0.8507803733140162,61,1.0433921556571109,93.02161955333861,7.440556939003422,1.0433921556571109,0.48773730887391703,8.581158835562388,0,0,26.172735548408617,69.44152850394511,25.910516640745332,0.9305390127111385,1,1,1,14.76868153634028
BTech-CS,3,3,Tier2,0,6.99909097357496,0,1,0,0.6584160980703739,1,2.03207175394221,0,0.9238405663822842,2,1,3,3.08417384596448,177,0,5,1,0.8574468337279089,0.6227612829799033,3,27,70,2,0.6631602983000557,1,2,10.391495755762978,2.298724041926965,0.20427045775035269,0.3373105281956722,0.49365884328102355,0.6195469001938463,7.1337620979337455,0.16315470399113916,7,1.4282366046918071,36.72769532107523,6.917285703531069,1.4282366046918071,0.3608838516304722,11.55724990429395,0,1,183.00034492515243,34.63827037156271,5.531079467659756,5.975413876176338,0,1,1,4.931052615764738
MTech-CS,3,3,Tier3,0,6.476297318206381,-1,0,1,0.5316910722944022,0,0.0,0,0.7163503878158616,2,1,9,0.6960516856079421,205,0,3,2,0.7851858946808705,0.9609810615119945,0,11,23,1,0.08651703435775841,2,0,12.482671633253245,4.942644597265703,0.1481571010322366,0.38046058406001837,0.5355388042233635,0.1577332740837713,3.0,0.15983410503466344,8,1.3129643659783956,7.924787025919521,9.494089735463527,1.3129643659783956,0.6644349479430127,15.010437013961496,1,0,223.71839979249143,20.034314801963646,6.59593044120936,11.734540145272856,0,0,1,6.983320922982404
MBA-Marketing,2,2,Tier2,0,7.9602419355535545,-1,0,0,0.5435738292711765,0,0.0,0,0.18222834664214874,5,2,4,12.333887756328513,50,0,2,2,0.3882689536003737,0.8693603434013762,4,35,96,5,0.0353440331025543,1,1,12.397643179968016,0.23824184984062943,0.29880799867548047,0.5422299173744489,0.6246731763763105,0.5144830969899536,7.0893627713421346,0.49257291358869676,27,0.97320692663112,38.377376036103236,6.387809393528557,0.97320692663112,0.3324920047262482,8.415159560240696,0,1,64.91518463359371,57.14132365851948,8.664508024238554,3.886095487522562,0,1,1,9.575851086176602
MBA-Finance,3,3,Tier3,0,5.314438435418868,2,2,0,0.8771021112200534,1,2.989022702090646,0,0.7108430776474295,2,1,1,0.4736563880122521,52,1,4,2,0.8248057242681218,0.8543529089487154,2,21,62,0,0.18178544591149542,1,1,6.965668478553699,0.120484532358868,0.10520693087704233,0.2831262983274643,0.38534003600617334,0.7004088736517078,4.297441026636062,0.27848327757394253,8,1.2877187985223606,11.397849575697563,7.297837338606844,1.2877187985223606,0.5364693476130259,15.078194481954998,0,0,159.46815915556812,28.536914644829928,3.6285288952153474,4.6840455888446195,0,1,1,7.600735355981395
BTech-ECE,3,3,Metro,1,7.71715569944452,-2,0,0,0.3168643226298154,0,0.0,0,0.057508496927986624,2,1,0,0.0,46,0,4,0,0.7638428258110822,0.6957495821080315,1,59,205,10,0.19928101003187718,0,2,7.490854507230667,1.7386717852396922,0.21672797380720144,0.4460342770842067,0.6380933436743093,0.3671794712552882,4.781346037975461,0.45008839288751507,11,1.0005436111986783,64.98505220586391,8.368659337487488,1.0005436111986783,0.3774261701950255,7.558212198481637,0,0,163.09003318082569,27.997388001195645,3.3813299776252226,5.23398808750004,0,1,1,5.061121742321756
BTech-Civil,2,2,Tier2,0,6.378125124089898,-1,1,0,0.867028597506239,0,0.0,0,0.080241705522188,1,1,1,2.7822677068052886,39,0,2,0,0.45443905262169615,0.6867977023822617,2,15,52,2,0.6740663684358623,1,1,15.688217146293217,0.7681468489936415,0.39912482955150297,0.5240152223084743,0.6575093352622542,0.8057039927413631,5.012875938366339,0.4811240898634694,16,0.7619716079741403,36.840969888184254,8.003780753246916,0.7619716079741403,0.30135097391576826,3.9381832542686595,0,1,50.51490587983455,61.56356518042206,14.949268403030018,4.323658372622545,0,1,1,4.258226279845349
BTech-Mech,1,1,Metro,1,6.527020674983488,-1,1,0,0.6229368784252625,3,10.186956001442697,0,0.4386521577935726,1,1,2,6.3954082961960745,67,1,1,0,0.40510887223980774,0.6767317244901798,1,29,92,4,0.4276024061158306,2,8,11.844282585741771,6.245319110219629,0.47066361557170366,0.681730925177143,0.8401251024922359,0.6840157649397084,13.877132363998403,0.3433979176553716,61,1.0017298333453692,51.35417275026999,6.105182841348691,1.0017298333453692,0.26473286255582407,6.681753214981344,0,0,13.890880982956945,78.42487913912629,31.741894175350303,4.938192854548543,0,1,1,7.652649954696803
BTech-ECE,2,2,Tier3,0,6.490515795974113,1,0,1,0.8042036464861787,1,1.9442776047620711,0,0.8814480230941257,6,3,3,28.34175780900929,67,1,2,2,0.8510758814943848,0.6808922498098136,3,14,47,3,0.21259774805418508,3,1,12.076175912578789,8.89931602811526,0.10947372202919448,0.3310059655580784,0.5011825258081208,0.4452774112696219,8.32264641998733,0.3612542486497841,31,1.2116245654331883,17.450473949940534,7.292291915636411,1.2116245654331883,0.2449435875541683,8.650127838583192,0,0,68.16368339343467,56.17521188012674,14.06318535080931,1.5919054822605214,1,1,1,6.539906329619156
MBA-HR,2,2,Tier2,0,6.885427451122914,0,0,0,0.6785194957953045,0,0.0,0,0.28098399684261494,3,1,3,5.842468536036444,48,1,5,0,0.8122513403538815,0.5428432185917488,3,12,28,1,0.10082882960348459,3,3,5.143883621076777,0.7758752512064989,0.22303201775907341,0.40500278478131835,0.5634206036523252,0.36980700156627655,6.505915953160091,0.5229393873181538,22,0.8876483744686846,15.424706662793444,5.970640238667916,0.8876483744686846,0.6443614985070621,8.59631696156646,0,0,57.696271127203005,54.63768169586851,9.917780003029174,7.589941639216615,0,0,1,6.214494618371904
MBA-Finance,2,2,Metro,1,6.538513343266303,0,0,0,0.8333828768642247,0,0.0,0,0.54142324420011,3,1,1,0.4076993178656116,49,0,4,1,0.7752006249743959,0.6897435928966241,3,21,65,0,0.1850840589087507,5,2,10.305513203003086,5.20414818317359,0.2898327862340333,0.4628255947383685,0.5801968203023433,0.38342214813610037,8.034095262671224,0.7538846512074193,19,1.0975343624293237,101.36001298052584,7.805350605475361,1.0975343624293237,0.4432389555702944,14.319251200934964,1,0,77.4370120443314,61.45808162818693,10.09491111050691,3.825645138062367,0,1,1,13.383897863979621
BCom,2,2,Tier3,0,6.331353496957175,-2,3,0,0.8914037167957974,0,0.0,0,0.24035699783288,1,0,3,21.05331522588066,44,1,3,1,0.8751336169550201,0.42117069278977315,4,22,68,1,0.006187585216851587,0,0,4.251611787309633,10.899758182786965,0.23145520385572066,0.4034665211864804,0.5763236977890355,0.473702787342795,7.83544893830149,0.1637831825558678,26,0.7950799011686895,7.67501885194379,6.167841535481351,0.7950799011686895,0.18676857252855944,3.2229179875181715,0,1,79.59613240745965,61.3625435999527,11.021090269465867,13.031175789445172,0,0,0,
BCom,2,2,Tier2,0,8.10951701374381,-1,1,0,0.6307506131425549,1,2.8891243987015116,0,0.7876675551581243,8,4,2,50.7813558598724,56,0,2,1,0.3523161381645318,0.5995947867457473,3,37,124,3,0.6289112611057616,1,1,13.924152831526548,0.9282018699953904,0.2767655188725547,0.4000764875255715,0.5628954687746444,0.36824551522422133,8.749610369391412,0.6589277801687649,29,0.7591293925126807,37.92639974543139,6.434900005897394,0.7591293925126807,0.2605548941114217,3.409499588797585,0,0,40.565357945926465,59.29646540051303,11.186994831141623,2.0983024020908063,1,1,1,4.653201101484358
BTech-ECE,2,2,Tier2,0,6.416429932464336,2,2,0,0.7667007205088436,0,0.0,1,0.899061034153957,1,1,3,9.320345786701703,45,0,5,1,0.7244699316581653,0.6059702245522078,0,21,66,5,0.49312723785410373,1,2,0.0708453244481194,0.595412379371939,0.39724953516264244,0.6236450804249151,0.8079035853868152,0.7723099400733414,6.119199351985474,0.6492360599107904,24,0.9594830628410346,20.212119278552986,6.596157996849053,0.9594830628410346,0.8027489323089034,8.860152149077976,0,1,82.35926886573787,62.10947460798641,13.826866824278662,2.4589439912910342,1,1,1,8.073015691389301
BTech-CS,2,2,Metro,1,5.1679888390620725,0,1,0,0.8742554045646237,0,0.0,0,0.3022552299592371,4,3,4,36.75605600607878,192,0,5,2,0.8937083910686923,0.4457119404935155,1,20,42,1,0.24645186091791715,2,1,23.64621695197537,2.1539817527517418,0.16824646501416657,0.2753820841638837,0.3676563041190288,0.728572433341008,9.442718207811703,0.6943595864653909,17,1.2403277063013922,53.51514737958894,6.716528807786351,1.2403277063013922,0.4230730426105673,11.817271257091104,0,0,60.64093265224979,59.39389711370023,11.206348333687309,4.6886937343042225,0,1,1,8.573469608846377
MCA,2,2,Tier3,0,6.884602505270028,2,0,0,0.6592616626426089,1,2.501164981709454,0,0.6536218425263787,2,2,6,40.20902146353001,195,0,1,1,0.5126652512060006,0.8039217237845739,4,22,73,2,0.4168420690823627,1,2,5.067763044283695,3.357348080701873,0.38602485407719767,0.5037507286851372,0.6814687161555082,0.39756045075129204,7.280761594102981,0.3277114900961352,26,1.0971152023763688,16.70256219728159,6.770278445939726,1.0971152023763688,0.6585353929577783,6.044261351635086,0,0,85.81520032345986,54.27437839120099,11.4207507956494,3.354815180872377,0,1,1,7.891075186453634
BCom,2,2,Tier2,0,9.040851032910433,-2,0,0,0.776946793681264,1,3.6031390997849826,0,0.7901440356972755,6,4,4,187.0714042230385,40,0,5,0,0.4577716638763914,0.28245961617835064,3,58,161,8,0.6644071211386681,2,2,5.886502275055599,0.047529645165823406,0.24683550470317728,0.4658382778594836,0.5945904509750108,0.6408231632954605,6.767944994822317,0.40269127569980573,24,0.8593967826965532,63.26985650194919,6.704436845090218,0.8593967826965532,0.3540892179063401,4.868885792909554,0,0,71.09607255119596,50.25718038746726,12.401250051406272,2.7335794176929564,1,1,1,3.8018191602074536
MTech-CS,3,3,Tier2,0,5.642365978278553,-1,3,1,0.7443393282225411,0,0.0,0,0.5524488848344581,3,2,6,61.851065375475926,189,0,4,1,0.8126349921502158,0.7729973806861549,4,14,34,0,0.646621248184167,3,4,15.902426029166461,2.769230634316961,0.2670413125589496,0.44212461002095294,0.6212556474308462,0.21830310975223233,3.4969917500480294,0.24626828024802572,8,1.4836574090195473,38.83696577499592,8.058295156053093,1.4836574090195473,0.30579005215008814,10.015899491142768,0,1,365.48748783917296,28.526079083125527,5.513015829631223,17.306123079885573,0,0,0,
BTech-CS,2,2,Tier3,0,6.390315134250394,-2,1,0,0.6950260261204059,2,4.352246202089566,0,0.4164307856206027,2,2,4,10.302033085797609,188,0,1,3,0.6680529473756247,0.46341866325751313,2,21,54,3,0.6489528170808427,0,2,25.498328219755468,0.1332338584640673,0.41624144033698346,0.5856866473858324,0.711721484346884,0.4440546699030783,6.8518474917184085,0.3867661364068409,29,1.3295341592735954,17.560805550152963,8.056214935812909,1.3295341592735954,0.2699530019001458,11.367960685129212,0,0,61.27850109762613,62.57239770445563,8.212340375775867,4.879818967074341,0,1,1,8.654805420259729
BTech-ECE,2,2,Tier3,0,6.836690365912309,1,1,0,0.515463236435124,0,0.0,0,0.0348893877234618,1,1,2,18.17255205528703,41,0,3,0,0.8150452135929512,0.6537318700196257,1,16,46,3,0.3662846875629271,3,2,16.149299008435253,1.1612599404369541,0.13957259621569063,0.38244059363276095,0.503768501264831,0.6663992614018869,7.5304951461595575,0.5288800219672095,29,0.8903876115626115,25.620943308674622,7.21779687873724,0.8903876115626115,0.36306250360503833,6.190198352544417,0,0,90.60237866843434,60.6109535753412,13.251121850548973,3.51592364077197,0,1,1,9.008517664635079
BTech-CS,2,2,Tier2,0,8.589794202045425,-2,0,0,0.8589398945510827,1,2.6026110940003724,0,0.793434672477816,5,2,9,273.28026334194124,171,1,4,0,0.9814865580179557,0.8818782533011638,0,52,168,13,0.6713857733379943,1,3,10.73236367191084,1.6492324196307129,0.11517935311317642,0.2312191073439276,0.4293244627573895,0.2114662285477116,7.820187019380533,0.6259877005832145,28,1.0349728823895628,33.76120117562987,7.4405427222951195,1.0349728823895628,0.3078500745829342,9.435245857100817,1,0,89.90850156699472,52.21064903039861,11.935126698590484,2.6038253055107017,1,1,1,10.392489125081182
MCA,2,2,Metro,1,6.876427740523765,0,0,0,0.4016336525394325,1,2.487575317906866,0,0.7659665806496488,1,1,1,3.408695741528201,184,0,4,0,0.6230595824577857,0.76674931862229,4,22,51,2,0.022415976623517263,2,0,11.764071848467376,0.8473913843497367,0.3258907909107603,0.5649367071445222,0.6671888025519176,0.7460176763154176,7.8128058840858,0.1425478764346698,24,1.2760152541387118,90.45866358627367,8.288634935431146,1.2760152541387118,0.5437613891760755,7.149582530668401,0,0,97.09051811612018,50.354494235995425,13.69515403051403,5.167993673521564,0,1,1,9.03320929677043
MBA-HR,1,1,Metro,1,7.079001915236881,-2,0,1,0.8922365992851582,1,3.1833959654234842,1,0.8397316277860103,3,1,2,16.253269351186226,43,1,1,0,0.6952104090932051,0.7700406414908199,3,16,38,1,0.1346749993087002,2,4,19.814164868158723,4.222145611720612,0.548483250483566,0.649532515224763,0.7749641726383294,0.7010838760286543,16.01345267069476,0.3810304995010354,76,0.7759473642025417,64.29038160113831,9.168532933070464,0.7759473642025417,0.42888646659572066,6.448623051821588,0,0,16.481761475388257,74.59222032126776,31.528740249432403,4.469416690287036,0,1,1,9.769459141757803
MBA-Marketing,2,2,Tier2,0,7.526767302449299,0,0,0,0.5873645704042065,0,0.0,0,0.15443091997962677,6,4,2,7.700241561757956,44,0,3,1,0.7208032932032549,0.6621934711562429,3,65,134,7,0.07914949862468094,2,2,8.73870980261315,4.4923647132346005,0.23089872254012334,0.4482716415358503,0.5450799965600881,0.7270487695896379,9.549782508140304,0.9118168570456524,29,0.964486060319542,30.39434670781103,7.693494917374432,0.964486060319542,0.1003965832127842,12.13051360588646,0,0,66.47883104059866,52.87203726988473,11.216691898420041,2.477410194884427,1,1,1,7.608268289387851
MBA-Marketing,1,1,Metro,1,8.259784629594636,-2,0,0,0.9069209020419354,1,1.8056177229059494,0,0.7457714462689894,4,3,4,27.119958113224868,58,3,4,1,0.8414647606043808,0.2867519231125437,2,51,167,10,0.22778983142858103,2,6,62.174931809704105,0.32661115755400016,0.4301104048391166,0.5654983802423639,0.7425802192192843,0.8223671740052898,10.827777294326689,0.566098460484133,57,1.0581807093338989,86.0469758737789,7.8958326238974275,1.0581807093338989,0.3904333148804371,12.962433535500036,1,0,19.753720063961637,66.85146288630047,31.16133807193267,2.23095651286042,1,1,1,15.944535932662449
BTech-ECE,1,1,Metro,1,8.43798541936189,1,0,0,0.3287646529831188,1,3.2078370021174547,0,0.8133426391202037,5,3,3,9.01839607108127,39,0,1,0,0.6026966634323522,0.7891479960453583,4,50,166,8,0.09596550536669649,6,3,2.9309096615440353,2.9239503195131005,0.5545916476835687,0.6798387429050738,0.768839172018954,0.7673278281652197,14.406096134702352,0.6983822942648783,64,0.9352731712039782,73.30353044836781,7.4981323386373795,0.9352731712039782,0.20774391515350796,8.771621232152254,1,0,1.1028246742690258,84.48330145954901,27.31539320532547,1.4707701295012032,1,1,1,8.665000457023156
MBA-HR,2,2,Tier2,0,6.243914408131336,0,1,0,0.7737845310477686,0,0.0,0,0.2463991837223347,2,1,0,0.0,49,0,3,1,0.6867004339646854,0.35041382322094705,0,18,51,1,0.14898703525633616,1,1,12.697037984671327,10.753380748142042,0.20440196321162152,0.3290191533813644,0.5191743534574969,0.7935030802056876,5.593199782934587,0.22223850357236843,16,0.8333163783698196,40.113689466723564,8.153023436686219,0.8333163783698196,0.217495405349888,8.866098414662096,0,1,50.72757151816898,59.54859561972586,9.054585958366209,9.709034411145222,0,0,1,6.558834151720164
BTech-CS,3,3,Tier2,0,6.091963770774117,1,1,0,0.8527117404107417,2,8.769730537465222,0,0.7511891388130866,2,1,6,118.1231899370105,186,1,3,2,0.7419366569696905,0.6229509078450024,0,19,45,0,0.45901423539514874,0,3,8.467349566788181,2.0974488256904187,0.14452003926573548,0.26165969822953145,0.3847729409512689,0.2511030491372159,3.6136911685514796,0.32235530151942304,8,1.2949456913537685,44.43790066179533,7.911343985017005,1.2949456913537685,0.2534435784438402,8.575666566603243,0,0,246.07975768887175,29.605773374420203,6.977104149267097,5.032967712845149,0,1,1,6.649428111981692
